标题,小区,地区,房源信息,总价,单价,所在区
['高层南向景观好，满五唯一，全新装修，钥匙方便看房'],['利雅湾 '],['珠江新城中'],['3室2厅 | 129.91平米 | 西南 | 其他 | 高楼层(共29层) | 2004年 | 塔楼'],['2201'],"['169,425元/平']",天河区
['保利香槟 东向视野无遮挡 采光好'],['保利香槟花园 '],['珠江新城西'],['2室1厅 | 88平米 | 东 | 其他 | 低楼层(共21层) | 2004年 | 塔楼'],['900'],"['102,273元/平']",天河区
['南北对流安静4房  精装修  采光好'],['保利香槟花园 '],['珠江新城西'],['4室2厅 | 164.78平米 | 东南 | 精装 | 中楼层(共21层) | 2004年 | 塔楼'],['1898'],"['115,184元/平']",天河区
['珠江新城 保利香槟花园 精装修 高品质小区 采光通风好'],['保利香槟花园 '],['珠江新城西'],['4室2厅 | 162.91平米 | 东 西 | 精装 | 中楼层(共17层) | 2004年 | 塔楼'],['1900'],"['116,629元/平']",天河区
['珠江新城 花园小区 自住装修 视野采光好'],['保利中心108公馆 '],['珠江新城西'],['2室2厅 | 82.43平米 | 东 | 精装 | 中楼层(共32层) | 2009年 | 塔楼'],['969'],"['117,555元/平']",天河区
['珠江新城 碧海湾 南向一线江景景观房 装修保养好'],['碧海湾 '],['珠江新城西'],['4室2厅 | 177.11平米 | 南 | 其他 | 低楼层(共28层) | 2003年 | 塔楼'],['2080'],"['117,442元/平']",天河区
['楼层高 采光好 户型方正 通风好 楼龄新 近地铁'],['珠江都荟华庭 '],['珠江新城西'],['2室1厅 | 93.29平米 | 北 | 精装 | 高楼层(共33层) | 2006年 | 塔楼'],['886'],"['94,973元/平']",天河区
['保利香槟花园 安静舒适 设备齐全 东向望花园'],['保利香槟花园 '],['珠江新城西'],['4室1厅 | 162.84平米 | 东 西 | 其他 | 低楼层(共17层) | 2004年 | 塔楼'],['1700'],"['104,397元/平']",天河区
['珠江新城 一线江景房源  望小蛮腰景观'],['碧海湾 '],['珠江新城西'],['2室2厅 | 193.03平米 | 南 | 其他 | 中楼层(共28层) | 2003年 | 塔楼'],['2000'],"['103,611元/平']",天河区
['中高层南向3+1房间 品质小区 使用率高 近地铁'],['漾晴居 '],['珠江新城西'],['4室2厅 | 139.16平米 | 东南 | 精装 | 中楼层(共33层) | 2001年 | 塔楼'],['1480'],"['106,353元/平']",天河区
['富力盈丰，100方两房，格局方正，保养好，采光好'],['富力盈丰大厦 '],['珠江新城西'],['2室1厅 | 101.75平米 | 东 南 | 精装 | 低楼层(共29层) | 2005年 | 塔楼'],['400'],"['39,313元/平']",天河区
['简单办公装修，采光好，户型实用，诚心放卖'],['皓瀚华轩 '],['珠江新城西'],['2室2厅 | 101.12平米 | 西北 | 简装 | 中楼层(共22层) | 2000年 | 塔楼'],['765'],"['75,653元/平']",天河区
['毫华装修 诚心出手 看房方便 望江户型'],['碧海湾 '],['珠江新城西'],['4室2厅 | 212.92平米 | 南 | 精装 | 中楼层(共28层) | 2003年 | 塔楼'],['2333'],"['109,572元/平']",天河区
['星汇园 2室1厅 西北'],['星汇园 '],['珠江新城西'],['2室1厅 | 94.1平米 | 西北 | 其他 | 低楼层(共33层) | 2001年 | 塔楼'],['800'],"['85,016元/平']",天河区
['富力盈丰大厦业主诚心出*两房，格局方实用，预约可看'],['富力盈丰大厦 '],['珠江新城西'],['2室1厅 | 101.75平米 | 东南 | 其他 | 中楼层(共29层) | 2005年 | 塔楼'],['410'],"['40,295元/平']",天河区
['保利香槟花园 东向舒适居家两房 采光通透 诚心放卖'],['保利香槟花园 '],['珠江新城西'],['2室2厅 | 87.79平米 | 东 | 其他 | 低楼层(共21层) | 2004年 | 塔楼'],['900'],"['102,518元/平']",天河区
['育蕾小区 中轴线 南向两房 楼层好 小区安静'],['育蕾小区 '],['天河南'],['2室1厅 | 73.83平米 | 南 | 其他 | 低楼层(共9层) | 1990年 | 塔楼'],['380'],"['51,470元/平']",天河区
['珠江新城大花园小区 方正实用居家大两房 保养新净'],['保利中心108公馆 '],['珠江新城西'],['2室2厅 | 90.36平米 | 西南 | 精装 | 中楼层(共32层) | 2009年 | 塔楼'],['860'],"['95,175元/平']",天河区
['全屋大落地飘窗 方正四房 南向望江 通风采光很好'],['碧海湾 '],['珠江新城西'],['4室2厅 | 212.86平米 | 西南 | 其他 | 中楼层(共28层) | 2003年 | 塔楼'],['2280'],"['107,113元/平']",天河区
['户型方正，采光通透，可注册公司一址多照，电梯口位'],['富力盈丰大厦 '],['珠江新城西'],['2室1厅 | 100.8平米 | 西南 | 其他 | 中楼层(共29层) | 2005年 | 塔楼'],['320'],"['31,747元/平']",天河区
['花园小区；房本够五年；楼层好；通风对流'],['保利香槟花园 '],['珠江新城西'],['2室1厅 | 87.77平米 | 西南 | 其他 | 高楼层(共21层) | 2004年 | 塔楼'],['895'],"['101,972元/平']",天河区
['精装修的四房 交通便利  看房方便  保养好'],['远洋明珠大厦 '],['珠江新城西'],['4室2厅 | 146.8平米 | 南 | 其他 | 低楼层(共25层) | 1998年 | 板楼'],['920'],"['62,671元/平']",天河区
['业主诚意出 过五年产权清晰 无按揭 户型方正 采光充足'],['远洋明珠大厦 '],['珠江新城西'],['4室2厅 | 146.84平米 | 东 西 | 其他 | 中楼层(共25层) | 1998年 | 板楼'],['920'],"['62,654元/平']",天河区
['珠江新城 大二房 2010年小区 配套齐 交通方便'],['保利中心108公馆 '],['珠江新城西'],['2室1厅 | 90.36平米 | 西 | 精装 | 中楼层(共32层) | 2009年 | 塔楼'],['838'],"['92,741元/平']",天河区
['珠江都荟 全南向户型  通风采光好 诚意出SHOU'],['珠江都荟华庭 '],['珠江新城西'],['2室1厅 | 91.97平米 | 南 | 精装 | 中楼层(共33层) | 2006年 | 塔楼'],['950'],"['103,295元/平']",天河区
['高档住宅 小区环境优美  安静'],['保利香槟花园 '],['珠江新城西'],['4室2厅 | 89.71平米 | 西南 | 其他 | 高楼层(共17层) | 2004年 | 塔楼'],['1180'],"['131,535元/平']",天河区
['花园小区 两房二厅 采光通透 交通便利'],['珠江都荟华庭 '],['珠江新城西'],['2室1厅 | 91.88平米 | 北 | 其他 | 高楼层(共33层) | 2006年 | 塔楼'],['830'],"['90,336元/平']",天河区
['保林苑 高层东南向单边位置  过五唯一 上年的全新装修'],['保利中心108公馆 '],['珠江新城西'],['2室2厅 | 79.07平米 | 东南 | 精装 | 高楼层(共32层) | 2009年 | 塔楼'],['790'],"['99,912元/平']",天河区
['珠江都荟 两房两厅 高层南向 采光视野好'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 91.97平米 | 南 | 精装 | 高楼层(共33层) | 2010年 | 塔楼'],['980'],"['106,557元/平']",天河区
['高层，南向，望一线江景，二沙岛，位置好'],['碧海湾 '],['珠江新城西'],['4室2厅 | 212.92平米 | 西南 | 其他 | 高楼层(共28层) | 2003年 | 塔楼'],['1950'],"['91,584元/平']",天河区
['珠江都荟 两房两厅 高层南向 采光视野好'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 91.97平米 | 南 | 精装 | 高楼层(共33层) | 2010年 | 塔楼'],['980'],"['106,557元/平']",天河区
['珠江都荟高楼层两房 户型方正实用 采光很好'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 77.57平米 | 西 | 精装 | 高楼层(共33层) | 2006年 | 塔楼'],['847'],"['109,192元/平']",天河区
['远洋明珠大厦 2室2厅 南'],['远洋明珠大厦 '],['珠江新城西'],['2室2厅 | 76.9平米 | 南 | 精装 | 高楼层(共25层) | 2000年 | 板楼'],['556'],"['72,302元/平']",天河区
['保利香槟花园 安静实用四房 中层视野开阳'],['保利香槟花园 '],['珠江新城西'],['4室2厅 | 139.27平米 | 北 | 精装 | 中楼层(共29层) | 2004年 | 塔楼'],['1460'],"['104,833元/平']",天河区
['珠江新城 南北通透四居室 板楼二梯二户  望江小蛮腰'],['保利中心108公馆 '],['珠江新城西'],['4室2厅 | 192.86平米 | 南 北 | 精装 | 高楼层(共29层) | 2009年 | 塔楼'],['3000'],"['155,554元/平']",天河区
['远洋明珠 高层北向2房 格局方正 采光好'],['远洋明珠大厦 '],['珠江新城西'],['2室2厅 | 85.64平米 | 西北 | 简装 | 高楼层(共25层) | 1998年 | 板楼'],['515'],"['60,136元/平']",天河区
['碧海湾一线江景大平层，采光通风佳，方正四房大客厅'],['碧海湾 '],['珠江新城西'],['5室2厅 | 198.11平米 | 西南 | 精装 | 中楼层(共28层) | 2003年 | 塔楼'],['1880'],"['94,897元/平']",天河区
['珠江都荟 户型方正对流两房 通风采光好'],['珠江都荟华庭 '],['珠江新城西'],['2室1厅 | 88.05平米 | 东 | 精装 | 低楼层(共33层) | 2006年 | 塔楼'],['880'],"['99,944元/平']",天河区
['碧海湾C栋 一线江景加全景小蛮腰 急 急'],['碧海湾 '],['珠江新城西'],['4室2厅 | 198平米 | 南 | 其他 | 中楼层(共28层) | 2003年 | 塔楼'],['2100'],"['106,061元/平']",天河区
['珠江新城，次新楼盘，花园小区，飞机户型'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 93.29平米 | 西 北 | 其他 | 低楼层(共33层) | 2006年 | 塔楼'],['1050'],"['112,553元/平']",天河区
['珠江新城 大二房 视野采光好  户型方正 近地铁 配套全'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 91.88平米 | 北 | 其他 | 高楼层(共33层) | 2006年 | 塔楼'],['990'],"['107,750元/平']",天河区
['碧海湾 高层南北对流 望江 景观好 实用五房'],['碧海湾 '],['珠江新城西'],['5室2厅 | 198.71平米 | 南 | 其他 | 高楼层(共28层) | 2003年 | 塔楼'],['2280'],"['114,741元/平']",天河区
['此房满五，没有按揭 ，视野宽阔。有游泳池。看珠江'],['碧海湾 '],['珠江新城西'],['4室1厅 | 189.23平米 | 东南 | 精装 | 中楼层(共28层) | 2003年 | 塔楼'],['1900'],"['100,407元/平']",天河区
['珠江都荟 高楼层大两房 私密性好 楼龄新 保养佳'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 91.88平米 | 北 | 精装 | 高楼层(共33层) | 2010年 | 塔楼'],['880'],"['95,778元/平']",天河区
['珠江都荟 高层南向 装修新颖 户型好 看房方便 诚心卖'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 91.97平米 | 南 | 其他 | 中楼层(共33层) | 2006年 | 塔楼'],['868'],"['94,379元/平']",天河区
['店长推荐 此房满五 户型方正 高层 视野宽阔 采光充足'],['广弘天琪 '],['珠江新城西'],['2室1厅 | 85.26平米 | 北 | 精装 | 高楼层(共31层) | 2009年 | 塔楼'],['760'],"['89,140元/平']",天河区
['珠江新城，全明小两房，安静不吵，看房方便'],['杨箕东小区 '],['珠江新城西'],['2室1厅 | 36.56平米 | 西 | 精装 | 低楼层(共9层) | 2011年 | 塔楼'],['216'],"['59,081元/平']",天河区
['花园小区，临江，规划合理，绿化高，环境安静'],['保利中心108公馆 '],['珠江新城西'],['2室2厅 | 79.07平米 | 东南 | 其他 | 中楼层(共32层) | 2009年 | 塔楼'],['950'],"['120,147元/平']",天河区
['珠江新城 珠江都荟 花园小区舒适两居 业主诚心卖'],['珠江都荟华庭 '],['珠江新城西'],['2室2厅 | 77.57平米 | 西 | 精装 | 高楼层(共33层) | 2006年 | 塔楼'],['655'],"['84,440元/平']",天河区
['南向望江和小蛮腰，出行便利 实惠，保养好'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 高楼层(共25层) | 2012年 | 板塔结合'],['268'],"['42,033元/平']",天河区
['珠江新城中区 临江复式 实用性高 南向采光好'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 低楼层(共25层) | 2012年 | 板塔结合'],['430'],"['67,441元/平']",天河区
['户型方正 两层复式 私密性强 南向望天銮 实用性高'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 中楼层(共25层) | 2012年 | 板塔结合'],['395'],"['61,952元/平']",天河区
['珠城中区 中达广场 复式两层 好出租 交通方便 可议'],['中达广场 '],['珠江新城中'],['1室1厅 | 60.33平米 | 北 | 精装 | 低楼层(共25层) | 2012年 | 板塔结合'],['427'],"['70,778元/平']",天河区
['珠江新城中区 精装复式 北向望花园 安静不吵'],['中达广场 '],['珠江新城中'],['1室1厅 | 66平米 | 北 | 精装 | 低楼层(共25层) | 2012年 | 板塔结合'],['394'],"['59,697元/平']",天河区
['南向复式一房，格局通透，南北对流，视野开阔'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 其他 | 低楼层(共25层) | 2012年 | 板塔结合'],['450'],"['70,578元/平']",天河区
['保利中达广场 带车位出 南向中高层 临江复式'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 中楼层(共25层) | 2012年 | 板塔结合'],['410'],"['64,304元/平']",天河区
['复式1房1厅 猎德地铁站 南向景观好 装修保养佳 易出租'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 中楼层(共25层) | 2012年 | 板塔结合'],['425'],"['66,657元/平']",天河区
['中达广场 南向 复式一房一厅 采光好'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 低楼层(共25层) | 2012年 | 板塔结合'],['300'],"['47,052元/平']",天河区
['猎德地铁   igc购物广场  成熟商圈'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 其他 | 低楼层(共25层) | 2012年 | 板塔结合'],['320'],"['50,189元/平']",天河区
['中轴线复式单位，办公便利，层高舒服'],['中达广场 '],['珠江新城中'],['1室1厅 | 60.33平米 | 北 | 精装 | 中楼层(共25层) | 2012年 | 板塔结合'],['288'],"['47,738元/平']",天河区
['方圆月岛 Loft明火 独立1房 4.5米层高 精装修'],['方圆月岛轩 '],['珠江新城中'],['1室2厅 | 65.38平米 | 西 | 其他 | 低楼层(共26层) | 2009年 | 塔楼'],['580'],"['88,713元/平']",天河区
['方圆月岛 4月13日放盘 北向园景复式1房1厅 较安静'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 58.36平米 | 北 | 精装 | 中楼层(共26层) | 2009年 | 塔楼'],['538'],"['92,187元/平']",天河区
['中达广场 北向 复式一房一厅 采光好'],['中达广场 '],['珠江新城中'],['1室1厅 | 60.32平米 | 北 | 精装 | 中楼层(共25层) | 2012年 | 板塔结合'],['340'],"['56,367元/平']",天河区
['保利中达 天空别墅 高层无遮挡看东西塔 视野开阔'],['中达广场 '],['珠江新城中'],['1室2厅 | 60.33平米 | 北 | 其他 | 高楼层(共25层) | 2012年 | 板塔结合'],['266'],"['44,091元/平']",天河区
['方圆月岛 高层西向 loft 空间大 采光好'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 66平米 | 西 | 其他 | 高楼层(共26层) | 2009年 | 塔楼'],['660'],"['100,000元/平']",天河区
['方圆月岛轩 1室1厅 南'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 58.36平米 | 南 | 精装 | 中楼层(共26层) | 2009年 | 塔楼'],['560'],"['95,957元/平']",天河区
['方圆月岛轩 1室1厅 南'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 58.75平米 | 南 | 简装 | 中楼层(共26层) | 2009年 | 塔楼'],['628'],"['106,894元/平']",天河区
['温馨复式房子，业主诚心卖 看花园安静'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 58.36平米 | 北 | 精装 | 低楼层(共26层) | 2009年 | 塔楼'],['550'],"['94,243元/平']",天河区
['珠江新城中区 方圆月岛 复式一房一厅 有阳台 采光好'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 65.38平米 | 西 | 精装 | 低楼层(共26层) | 2009年 | 塔楼'],['858'],"['131,233元/平']",天河区
['方圆月岛 复式一室一厅 高层看小区泳池花园'],['方圆月岛轩 '],['珠江新城中'],['1室1厅 | 58.75平米 | 北 | 其他 | 高楼层(共26层) | 2009年 | 塔楼'],['598'],"['101,788元/平']",天河区
['业主急卖 户型方正一房一厅 北向安静望花园  实用性高'],['中达广场 '],['珠江新城中'],['1室1厅 | 60.33平米 | 北 | 其他 | 中楼层(共25层) | 2012年 | 板塔结合'],['272'],"['45,086元/平']",天河区
['珠江新城中区IGC旁复式 近江边公园'],['中达广场 '],['珠江新城中'],['1室1厅 | 63.76平米 | 南 | 精装 | 低楼层(共25层) | 2012年 | 板塔结合'],['276'],"['43,288元/平']",天河区
['：采光好无遮挡安静宜居住小区环境好业主诚*'],['海景花园 '],['天河公园'],['3室2厅 | 176平米 | 南 | 简装 | 中楼层(共29层) | 2003年 | 塔楼'],['1299'],"['73,807元/平']",天河区
['珠江公园旁东南向大三房 不用资格'],['富力公园28 '],['珠江新城东'],['3室2厅 | 157.17平米 | 东南 | 精装 | 高楼层(共48层) | 2012年 | 塔楼'],['1300'],"['82,713元/平']",天河区
['珠江新城 东向安静户型 中层景观视野开阔 满五年'],['尚东美御 '],['珠江新城东'],['3室2厅 | 143平米 | 东 | 精装 | 中楼层(共32层) | 2007年 | 塔楼'],['1290'],"['90,210元/平']",天河区
['户型格局方正，采光通风好，环境优美'],['南国花园 '],['珠江新城东'],['3室1厅 | 108.59平米 | 西 | 精装 | 高楼层(共28层) | 2006年 | 塔楼'],['1270'],"['116,954元/平']",天河区
['实用安静三房，户型方正，使用空间大'],['新城海滨花园S区 '],['珠江新城东'],['3室2厅 | 104.29平米 | 北 | 其他 | 低楼层(共18层) | 1990年 | 塔楼'],['1260'],"['120,817元/平']",天河区
['金融城 美林海岸 南北向大面积三房'],['美林海岸 '],['员村'],['3室1厅 | 136.14平米 | 南 北 | 其他 | 12层 | 2004年 | 塔楼'],['1278'],"['93,874元/平']",天河区
